Timestamp,From Bank,Account,To Bank,Account.1,Amount Received,Receiving Currency,Amount Paid,Payment Currency,Payment Format,Is Laundering
2024/03/01 16:05,HSBC,9913,Wells,9924,5104.12,USD,5104.12,USD,Credit Card,0
2024/01/17 09:45,UBS,8881,HSBC,4333,1536.19,USD,1536.19,USD,Credit Card,0
2024/02/16 05:51,Wells,8638,Wells,7704,2527.1,USD,2527.1,USD,Cheque,0
2024/02/07 21:52,Barclays,7293,Deutsche,8490,422.43,GBP,422.43,GBP,ACH,0
2024/02/21 17:44,Chase,5245,Wells,3472,1304.16,EUR,1304.16,EUR,Wire,0
2024/02/29 03:14,Citibank,4300,Wells,8262,4946.45,USD,4946.45,USD,Cheque,0
2024/02/22 07:30,Wells,3674,HSBC,4198,50.0,USD,50.0,USD,Cheque,0
2024/02/13 07:46,HSBC,1625,Citibank,1096,1519.14,USD,1519.14,USD,ACH,0
2024/02/19 14:31,Citibank,2973,HSBC,9635,4771.41,EUR,4771.41,EUR,ACH,0
2024/01/10 12:26,Chase,6086,Barclays,2072,1957.52,USD,1957.52,USD,ACH,0
2024/02/18 16:12,Wells,3822,Wells,7966,3168.18,GBP,3168.18,GBP,ACH,0
2024/02/03 00:05,UBS,1781,Barclays,9967,6863.59,EUR,6863.59,EUR,Wire,0
2024/03/12 00:46,Deutsche,3660,Wells,5375,6858.7,EUR,6858.7,EUR,ACH,0
2024/01/10 18:14,Citibank,1112,HSBC,5493,4489.64,EUR,4489.64,EUR,Credit Card,0
2024/02/16 04:16,HSBC,1639,Citibank,6027,10205.07,EUR,10205.07,EUR,ACH,0
2024/02/02 01:13,Wells,4781,Deutsche,8002,4713.59,USD,4713.59,USD,Cash,1
2024/01/22 12:01,Chase,7365,Chase,6647,6516.49,USD,6516.49,USD,Wire,0
2024/01/01 22:15,HSBC,8014,Citibank,8807,1028.02,GBP,1028.02,GBP,ACH,0
2024/02/20 13:07,Barclays,4005,Citibank,5832,5218.6,USD,5218.6,USD,Wire,0
2024/01/18 11:36,BNP,7004,HSBC,7005,41212.06,USD,41212.06,USD,Wire,1
2024/01/16 02:40,Barclays,6101,Wells,2095,8504.01,USD,8504.01,USD,Wire,0
2024/03/30 23:05,BNP,6453,BNP,3119,3212.89,USD,3212.89,USD,ACH,0
2024/01/18 11:16,Wells,7007,BNP,7004,14739.14,USD,14739.14,USD,Wire,1
2024/01/29 03:12,Chase,9769,BNP,7401,11281.34,EUR,11281.34,EUR,Wire,0
2024/03/04 15:31,UBS,9522,UBS,8269,2847.5,GBP,2847.5,GBP,Bitcoin,0
2024/02/19 16:22,Barclays,5612,Barclays,7239,4117.54,USD,4117.54,USD,Wire,0
2024/03/12 03:53,Deutsche,8073,BNP,2669,765.39,USD,765.39,USD,ACH,0
2024/01/28 00:35,Deutsche,6473,UBS,5730,5870.15,USD,5870.15,USD,Wire,0
2024/03/20 06:46,Wells,1859,BNP,8567,4569.28,GBP,4569.28,GBP,Wire,0
2024/02/18 06:38,Wells,8788,Citibank,1259,8639.37,USD,8639.37,USD,Wire,0
2024/02/14 13:46,Wells,7193,Deutsche,5077,2264.94,USD,2264.94,USD,ACH,0
2024/01/09 15:54,Chase,4213,Chase,8012,6931.98,USD,6931.98,USD,Wire,0
2024/03/03 02:44,Chase,1355,UBS,6256,3197.91,USD,3197.91,USD,Wire,0
2024/02/17 12:35,Chase,9995,Wells,4707,8458.05,EUR,8458.05,EUR,Cheque,0
2024/02/07 18:08,Deutsche,3467,Chase,3204,2129.17,EUR,2129.17,EUR,Cheque,0
2024/03/02 15:43,Citibank,5203,Barclays,8001,7685.66,USD,7685.66,USD,ACH,1
2024/03/31 03:45,BNP,5861,UBS,5985,5193.41,USD,5193.41,USD,Credit Card,0
2024/03/29 06:03,BNP,3940,Deutsche,4010,4637.69,USD,4637.69,USD,Credit Card,0
2024/01/15 08:01,HSBC,1003,Citibank,4581,4662.29,USD,4662.29,USD,ACH,0
2024/02/24 03:56,Chase,5343,Wells,9069,9881.69,USD,9881.69,USD,Wire,0
2024/02/07 17:52,HSBC,8394,Barclays,7255,6138.03,USD,6138.03,USD,ACH,0
2024/03/08 19:02,BNP,8438,HSBC,7017,4400.36,GBP,4400.36,GBP,ACH,0
2024/02/15 18:16,Deutsche,4483,Barclays,6818,50.0,EUR,50.0,EUR,Wire,0
2024/01/22 03:18,BNP,7004,HSBC,7005,28341.92,USD,28341.92,USD,Wire,1
2024/02/13 00:45,Deutsche,2170,Wells,1071,2022.4,USD,2022.4,USD,Wire,0
2024/02/06 03:33,HSBC,1451,Wells,4625,7650.05,USD,7650.05,USD,Wire,0
2024/03/28 08:12,Barclays,3898,HSBC,6312,8403.6,USD,8403.6,USD,ACH,0
2024/03/31 06:01,Deutsche,8638,Citibank,5595,7828.87,USD,7828.87,USD,ACH,0
2024/02/24 18:15,UBS,4496,HSBC,8653,2680.41,USD,2680.41,USD,Wire,0
2024/01/11 18:34,Chase,3796,HSBC,7431,8753.33,USD,8753.33,USD,ACH,0
2024/01/23 04:22,HSBC,5535,UBS,6995,6277.14,USD,6277.14,USD,Credit Card,0
2024/01/14 16:35,Barclays,8144,Chase,2069,5065.09,USD,5065.09,USD,Wire,0
2024/03/27 01:22,Wells,7417,Barclays,3486,50.0,USD,50.0,USD,Wire,0
2024/02/14 22:51,BNP,7347,HSBC,1952,4910.51,GBP,4910.51,GBP,Cheque,0
2024/01/28 11:09,Wells,2244,Deutsche,7860,1701.61,EUR,1701.61,EUR,Wire,0
2024/02/14 16:53,HSBC,4412,Wells,1586,7995.4,USD,7995.4,USD,Wire,0
2024/01/21 19:21,Citibank,2157,BNP,2345,10355.38,EUR,10355.38,EUR,ACH,0
2024/02/18 10:49,Deutsche,3374,Barclays,9189,4252.9,USD,4252.9,USD,Wire,0
2024/01/01 03:37,HSBC,3367,Barclays,2646,2015.58,USD,2015.58,USD,Wire,0
2024/03/16 06:28,BNP,7003,Chase,7001,32897.22,USD,32897.22,USD,Wire,1
2024/03/24 21:18,BNP,8997,UBS,2224,7313.11,USD,7313.11,USD,Wire,0
2024/02/18 14:07,Chase,3760,Deutsche,1172,770.14,USD,770.14,USD,Credit Card,0
2024/03/26 03:56,HSBC,4006,Barclays,2963,5486.28,EUR,5486.28,EUR,Wire,0
2024/01/01 20:13,Deutsche,5213,Chase,2527,5911.23,USD,5911.23,USD,ACH,0
2024/03/10 10:46,Chase,7008,HSBC,7009,15720.88,USD,15720.88,USD,Wire,1
2024/02/25 06:08,Citibank,5417,Chase,3130,1715.91,USD,1715.91,USD,Wire,0
2024/01/31 09:41,HSBC,5749,Deutsche,7557,3772.25,USD,3772.25,USD,ACH,0
2024/02/01 07:26,Wells,7167,HSBC,6209,6484.79,USD,6484.79,USD,Credit Card,0
2024/02/20 08:55,Deutsche,3077,Barclays,3832,2074.29,EUR,2074.29,EUR,ACH,0
2024/01/09 14:41,Chase,3712,HSBC,8914,10742.98,USD,10742.98,USD,Wire,0
2024/01/15 04:10,Wells,5237,UBS,4956,7358.97,EUR,7358.97,EUR,Cheque,0
2024/02/25 13:34,HSBC,7002,UBS,4913,2550.37,EUR,2550.37,EUR,ACH,0
2024/01/05 06:07,HSBC,8945,HSBC,5013,6471.11,EUR,6471.11,EUR,ACH,0
2024/02/12 16:17,UBS,9927,Deutsche,6791,2689.62,EUR,2689.62,EUR,Cheque,0
2024/02/26 02:18,BNP,9658,Citibank,9480,4359.24,USD,4359.24,USD,Cheque,0
2024/02/23 15:05,Deutsche,2207,UBS,9997,8226.91,USD,8226.91,USD,Wire,0
2024/01/31 16:32,Citibank,2282,Wells,9380,50.0,USD,50.0,USD,ACH,0
2024/03/09 09:37,BNP,8999,HSBC,7079,9430.43,USD,9430.43,USD,Cheque,0
2024/03/08 16:45,Barclays,3593,Deutsche,4475,4468.18,USD,4468.18,USD,ACH,0
2024/01/14 21:52,Barclays,6611,Barclays,2902,8611.35,USD,8611.35,USD,ACH,0
2024/03/28 06:53,HSBC,8768,Chase,6303,11346.89,USD,11346.89,USD,Wire,0
2024/01/13 07:44,Barclays,4289,Chase,9822,6418.05,USD,6418.05,USD,ACH,0
2024/01/05 17:22,Chase,2479,Deutsche,8240,1911.19,EUR,1911.19,EUR,Wire,0
2024/01/24 17:37,Chase,6227,Barclays,7330,1738.29,GBP,1738.29,GBP,ACH,0
2024/01/30 08:18,Chase,1710,Chase,5876,9536.43,USD,9536.43,USD,Wire,0
2024/01/13 11:40,Chase,7682,Deutsche,8583,50.0,GBP,50.0,GBP,ACH,0
2024/03/28 08:07,HSBC,2615,UBS,5266,5974.63,USD,5974.63,USD,Wire,0
2024/03/12 22:27,Deutsche,2629,Chase,2519,8298.06,USD,8298.06,USD,Wire,0
2024/03/06 11:41,Deutsche,1921,Wells,7076,1684.39,USD,1684.39,USD,Cheque,0
2024/01/30 14:21,Citibank,3474,Citibank,7365,8058.52,USD,8058.52,USD,ACH,0
2024/03/18 07:02,Chase,1174,UBS,3170,4860.94,USD,4860.94,USD,Wire,0
2024/03/05 05:26,Citibank,2362,Chase,2515,3625.17,USD,3625.17,USD,ACH,0
2024/01/19 02:03,UBS,5056,BNP,6851,4881.25,GBP,4881.25,GBP,Wire,0
2024/02/25 13:54,Deutsche,8309,Barclays,1367,1810.55,GBP,1810.55,GBP,Wire,0
2024/03/06 16:37,Barclays,4111,BNP,4149,3218.31,USD,3218.31,USD,Credit Card,0
2024/03/22 09:47,BNP,7003,Chase,7001,20821.4,USD,20821.4,USD,Wire,1
2024/02/05 17:10,Citibank,9671,BNP,4507,50.0,EUR,50.0,EUR,Cheque,0
2024/02/15 04:10,Citibank,6416,HSBC,7819,8717.52,USD,8717.52,USD,Cheque,0
2024/01/31 01:40,Barclays,2700,Deutsche,4146,11053.43,USD,11053.43,USD,Cheque,0
2024/01/29 20:39,BNP,5176,Deutsche,1470,5708.81,USD,5708.81,USD,Cheque,0
2024/01/08 01:07,UBS,4094,Deutsche,2710,3790.78,USD,3790.78,USD,Credit Card,0
2024/03/26 03:32,Wells,3833,BNP,2710,5591.31,EUR,5591.31,EUR,ACH,0
2024/01/11 19:47,Deutsche,1555,Deutsche,8648,50.0,USD,50.0,USD,Cheque,0
2024/01/25 03:35,Wells,9332,Wells,7570,50.0,USD,50.0,USD,Wire,0
2024/01/17 12:19,HSBC,1387,BNP,4359,4055.68,USD,4055.68,USD,Credit Card,0
2024/02/13 12:03,Deutsche,9419,Chase,8741,5960.88,USD,5960.88,USD,Wire,0
2024/01/03 04:21,Citibank,5041,Wells,1083,6240.42,EUR,6240.42,EUR,Wire,0
2024/01/07 01:56,Chase,9529,BNP,7829,3938.51,USD,3938.51,USD,ACH,0
2024/03/29 10:24,Chase,8251,HSBC,1229,6658.19,USD,6658.19,USD,ACH,0
2024/02/07 18:27,UBS,5553,Citibank,6120,2976.06,USD,2976.06,USD,Cash,0
2024/03/21 19:21,Citibank,3214,BNP,6945,6148.54,USD,6148.54,USD,Wire,0
2024/03/20 22:20,UBS,3889,Barclays,6926,5224.94,USD,5224.94,USD,ACH,0
2024/01/17 01:23,HSBC,1764,Citibank,4056,2334.25,EUR,2334.25,EUR,Credit Card,0
2024/01/18 18:56,UBS,4239,Chase,3474,6286.41,USD,6286.41,USD,Bitcoin,0
2024/01/30 15:04,Barclays,4637,Chase,4393,8365.73,USD,8365.73,USD,ACH,0
2024/03/26 01:16,Chase,9318,Wells,6822,7466.69,USD,7466.69,USD,ACH,0
2024/02/28 18:36,Citibank,8309,Deutsche,9992,9276.62,EUR,9276.62,EUR,Wire,0
2024/03/18 17:05,Deutsche,3518,Chase,9972,50.0,USD,50.0,USD,Cash,0
2024/03/31 12:24,Deutsche,7441,UBS,8418,9061.51,USD,9061.51,USD,Wire,0
2024/03/20 21:49,UBS,7030,Citibank,2376,817.65,USD,817.65,USD,Cheque,0
2024/03/26 16:18,Deutsche,4948,UBS,9820,4015.57,USD,4015.57,USD,Wire,0
2024/03/08 05:02,Citibank,6502,HSBC,4341,1029.72,USD,1029.72,USD,Cheque,0
2024/03/03 04:31,UBS,7143,Wells,4286,7157.83,GBP,7157.83,GBP,Wire,0
2024/02/24 06:16,HSBC,9002,BNP,6504,6775.07,USD,6775.07,USD,Wire,1
2024/03/03 13:25,Wells,4979,Wells,2953,9302.05,EUR,9302.05,EUR,ACH,0
2024/01/31 14:06,HSBC,3300,Wells,3213,50.0,EUR,50.0,EUR,Wire,0
2024/03/09 23:15,Barclays,4484,BNP,7430,5061.53,USD,5061.53,USD,Wire,0
2024/01/18 21:40,Wells,3068,Deutsche,3442,7593.74,USD,7593.74,USD,Wire,0
2024/02/14 15:28,UBS,4056,Citibank,5983,8109.12,USD,8109.12,USD,ACH,0
2024/03/10 10:25,Citibank,6885,HSBC,4728,9440.69,EUR,9440.69,EUR,ACH,0
2024/02/22 23:54,HSBC,6958,UBS,5041,1386.9,USD,1386.9,USD,Wire,0
2024/01/07 17:40,HSBC,3184,Wells,5378,2807.86,USD,2807.86,USD,Wire,0
2024/03/29 06:58,Chase,4214,HSBC,2280,6264.35,USD,6264.35,USD,Wire,0
2024/03/11 22:31,UBS,8906,Barclays,9474,2903.71,USD,2903.71,USD,ACH,0
2024/03/29 07:14,HSBC,8212,Chase,7418,4841.84,USD,4841.84,USD,Wire,0
2024/02/19 05:13,BNP,7567,Wells,7192,2992.86,GBP,2992.86,GBP,Cheque,0
2024/02/28 00:31,Citibank,9951,Barclays,9953,6554.55,EUR,6554.55,EUR,Credit Card,0
2024/03/27 17:20,Deutsche,2329,Deutsche,6020,50.0,EUR,50.0,EUR,Credit Card,0
2024/01/31 02:19,Citibank,7577,BNP,5278,4920.71,USD,4920.71,USD,ACH,0
2024/01/27 08:52,Deutsche,2254,Chase,6384,2468.43,USD,2468.43,USD,Wire,0
2024/03/10 23:18,Chase,1399,Chase,1215,4752.23,USD,4752.23,USD,ACH,0
2024/03/07 11:24,Citibank,3912,HSBC,1516,5378.84,GBP,5378.84,GBP,Wire,0
2024/01/06 11:45,Deutsche,7053,Wells,6069,1537.55,USD,1537.55,USD,ACH,0
2024/01/19 16:34,Citibank,1418,BNP,6672,1246.16,EUR,1246.16,EUR,Cheque,0
2024/01/22 09:43,HSBC,4518,Chase,5269,3443.46,USD,3443.46,USD,Wire,0
2024/01/24 11:02,HSBC,3458,Deutsche,4362,5542.88,EUR,5542.88,EUR,Wire,0
2024/02/26 09:07,Citibank,5757,HSBC,7976,8794.34,USD,8794.34,USD,ACH,0
2024/02/24 00:54,HSBC,6424,BNP,2355,1744.29,EUR,1744.29,EUR,ACH,0
2024/02/01 07:35,Barclays,4918,BNP,9226,324.75,USD,324.75,USD,Wire,0
2024/01/10 12:33,UBS,2600,BNP,2066,4642.62,EUR,4642.62,EUR,Wire,0
2024/02/04 07:48,BNP,5226,Wells,4218,308.56,USD,308.56,USD,ACH,0
2024/03/22 06:54,BNP,7011,Deutsche,7012,26161.38,USD,26161.38,USD,Wire,1
2024/02/27 00:42,Chase,9001,Wells,5456,13271.73,USD,13271.73,USD,Credit Card,1
2024/01/05 19:19,HSBC,2984,Wells,6929,6316.45,USD,6316.45,USD,ACH,0
2024/01/29 18:14,Wells,2994,Barclays,8150,4745.03,USD,4745.03,USD,Wire,0
2024/02/24 15:59,UBS,7732,Citibank,8004,8675.48,USD,8675.48,USD,ACH,0
2024/03/23 19:35,Barclays,5037,HSBC,4892,4870.58,USD,4870.58,USD,Wire,0
2024/02/16 03:55,Deutsche,9247,UBS,1020,4223.82,EUR,4223.82,EUR,Wire,0
2024/02/08 06:06,HSBC,3224,Barclays,5003,11179.3,EUR,11179.3,EUR,ACH,0
2024/03/31 07:14,Wells,5934,Deutsche,6277,4572.55,USD,4572.55,USD,Cheque,0
2024/01/19 09:21,Barclays,7950,Barclays,2689,4435.33,USD,4435.33,USD,Wire,0
2024/03/25 17:29,Deutsche,5325,Barclays,5266,2382.32,USD,2382.32,USD,ACH,0
2024/02/25 09:28,Barclays,9930,Deutsche,3595,3262.42,GBP,3262.42,GBP,Wire,0
2024/03/17 17:48,Chase,7178,Chase,8690,5363.11,USD,5363.11,USD,Bitcoin,0
2024/02/24 08:41,BNP,4824,Citibank,7739,207.72,USD,207.72,USD,Wire,0
2024/02/07 15:13,HSBC,9485,Barclays,7081,6802.24,USD,6802.24,USD,ACH,0
2024/01/07 00:18,Citibank,7725,Citibank,9180,8407.49,USD,8407.49,USD,Wire,0
2024/02/20 00:27,Wells,2215,Wells,5245,4751.31,USD,4751.31,USD,Wire,0
2024/02/18 07:20,Citibank,1492,Chase,8999,5090.74,GBP,5090.74,GBP,Wire,0
2024/02/10 18:52,Wells,2190,Citibank,8256,683.67,USD,683.67,USD,Cheque,0
2024/03/08 21:04,Wells,5923,BNP,2852,4420.52,USD,4420.52,USD,Bitcoin,0
2024/02/14 00:28,HSBC,6797,BNP,8004,6470.32,USD,6470.32,USD,ACH,1
2024/01/06 17:50,UBS,5404,Chase,5786,7159.48,USD,7159.48,USD,ACH,0
2024/03/19 14:53,UBS,3711,Citibank,1325,420.24,GBP,420.24,GBP,Cheque,0
2024/01/03 20:44,Deutsche,7294,BNP,1727,4568.08,USD,4568.08,USD,Cheque,0
2024/03/03 19:13,Deutsche,6911,BNP,1280,6243.27,USD,6243.27,USD,Wire,0
2024/02/17 19:09,UBS,3732,Deutsche,2380,6458.47,EUR,6458.47,EUR,Wire,0
2024/03/26 08:37,BNP,6062,Wells,8879,8163.6,USD,8163.6,USD,Wire,0
2024/03/11 08:04,Chase,2968,HSBC,7481,3712.13,GBP,3712.13,GBP,ACH,0
2024/03/16 02:47,Deutsche,4419,Deutsche,1776,14539.59,USD,14539.59,USD,ACH,0
2024/02/29 19:50,Deutsche,1181,Citibank,5507,590.43,USD,590.43,USD,ACH,0
2024/01/25 02:43,Wells,2549,HSBC,3589,1401.47,GBP,1401.47,GBP,Wire,0
2024/01/05 15:55,HSBC,3231,Deutsche,3328,9434.99,USD,9434.99,USD,Wire,0
2024/01/02 14:35,BNP,8911,UBS,1674,50.0,USD,50.0,USD,ACH,0
2024/03/10 23:41,Deutsche,4032,UBS,7166,10122.09,GBP,10122.09,GBP,Wire,0
2024/03/15 03:09,UBS,3549,HSBC,6566,5146.77,GBP,5146.77,GBP,ACH,0
2024/03/24 05:00,UBS,3238,BNP,6774,4539.35,USD,4539.35,USD,Wire,0
2024/02/22 13:55,UBS,5687,Deutsche,3159,5296.75,USD,5296.75,USD,Cheque,0
2024/01/15 19:42,HSBC,6105,Wells,8705,2462.68,GBP,2462.68,GBP,Wire,0
2024/01/26 12:54,Chase,3981,Deutsche,1949,6231.11,USD,6231.11,USD,Wire,0
2024/02/12 18:22,Deutsche,6457,Chase,1663,5658.32,USD,5658.32,USD,Credit Card,0
2024/03/11 23:13,HSBC,2123,Chase,8960,8214.9,USD,8214.9,USD,Wire,0
2024/03/02 15:54,BNP,7592,UBS,9207,6115.3,USD,6115.3,USD,Wire,0
2024/01/27 22:31,Deutsche,3366,Barclays,1438,4206.97,USD,4206.97,USD,Cheque,0
2024/02/29 23:35,Wells,6103,BNP,4343,8527.06,USD,8527.06,USD,Wire,0
2024/02/22 01:32,Barclays,1683,Deutsche,9593,1233.02,USD,1233.02,USD,ACH,0
2024/03/30 22:36,Chase,5915,HSBC,8025,5995.09,USD,5995.09,USD,Wire,0
2024/02/02 03:37,Wells,1967,Deutsche,8002,5757.84,USD,5757.84,USD,ACH,1
2024/01/03 09:56,Citibank,3285,Citibank,5364,7701.94,USD,7701.94,USD,Wire,0
2024/01/17 20:25,Citibank,1987,HSBC,5958,3375.27,USD,3375.27,USD,Bitcoin,0
2024/03/04 21:22,BNP,7463,Deutsche,5275,6862.26,USD,6862.26,USD,ACH,0
2024/03/13 20:39,HSBC,9816,BNP,5709,1987.3,EUR,1987.3,EUR,ACH,0
2024/02/17 18:55,Chase,9631,UBS,8770,2426.66,GBP,2426.66,GBP,Credit Card,0
2024/02/22 06:16,HSBC,1746,Chase,4572,3808.91,USD,3808.91,USD,Cheque,0
2024/02/14 13:03,HSBC,1270,Deutsche,7223,6016.82,USD,6016.82,USD,Cheque,0
2024/01/13 14:49,HSBC,5290,BNP,1747,7149.89,USD,7149.89,USD,ACH,0
2024/01/23 14:39,Citibank,2877,UBS,2098,4028.23,USD,4028.23,USD,Cheque,0
2024/01/21 10:32,Chase,4325,BNP,8197,10063.99,USD,10063.99,USD,Credit Card,0
2024/01/14 11:05,Wells,9631,UBS,3039,5092.26,USD,5092.26,USD,ACH,0
2024/02/15 02:56,UBS,6775,BNP,8004,6889.48,USD,6889.48,USD,Cash,1
2024/03/07 17:56,BNP,3639,Barclays,2489,3778.08,GBP,3778.08,GBP,Wire,0
2024/03/27 17:47,BNP,9320,UBS,8392,3991.63,EUR,3991.63,EUR,Credit Card,0
2024/01/15 07:02,UBS,7640,Chase,7703,496.82,EUR,496.82,EUR,Wire,0
2024/02/15 09:01,Barclays,9185,BNP,4487,8766.73,USD,8766.73,USD,Wire,0
2024/01/03 17:09,Citibank,4465,Wells,5215,9813.23,EUR,9813.23,EUR,Wire,0
2024/03/24 07:58,Wells,7078,Wells,6857,4293.86,USD,4293.86,USD,ACH,0
2024/01/11 23:30,BNP,7046,HSBC,3270,62.6,USD,62.6,USD,ACH,0
2024/02/04 10:13,Citibank,9901,Citibank,5528,9548.08,USD,9548.08,USD,Wire,0
2024/01/10 12:28,Chase,3098,Barclays,5460,2842.74,EUR,2842.74,EUR,Wire,0
2024/02/19 07:53,Barclays,8502,Chase,8874,6355.77,USD,6355.77,USD,Wire,0
2024/03/13 23:40,Deutsche,1726,Barclays,2805,11361.11,USD,11361.11,USD,Wire,0
2024/01/01 10:20,BNP,6928,Deutsche,9447,5113.17,EUR,5113.17,EUR,Wire,0
2024/03/14 01:46,HSBC,7009,HSBC,7010,47111.82,USD,47111.82,USD,Wire,1
2024/01/14 15:04,Wells,4409,Deutsche,4438,7267.46,EUR,7267.46,EUR,Cheque,0
2024/01/19 09:07,UBS,2284,UBS,1587,2284.47,EUR,2284.47,EUR,Wire,0
2024/03/14 09:50,HSBC,7010,Chase,7008,37924.83,USD,37924.83,USD,Wire,1
2024/02/05 21:32,Barclays,2292,UBS,3777,10886.02,EUR,10886.02,EUR,Wire,0
2024/02/05 16:55,UBS,6986,Deutsche,2406,5139.88,USD,5139.88,USD,Cheque,0
2024/01/19 20:07,Wells,1916,Barclays,7894,3016.53,USD,3016.53,USD,ACH,0
2024/02/11 11:28,Wells,7707,Chase,8957,1387.95,USD,1387.95,USD,ACH,0
2024/03/08 15:42,BNP,4919,Barclays,7449,7350.82,EUR,7350.82,EUR,Cheque,0
2024/02/16 05:42,Chase,6289,BNP,8004,2789.59,USD,2789.59,USD,ACH,1
2024/01/28 07:38,Barclays,4467,Deutsche,8098,991.81,USD,991.81,USD,Bitcoin,0
2024/02/20 13:50,BNP,8659,UBS,6708,5625.93,GBP,5625.93,GBP,Wire,0
2024/01/23 09:24,Deutsche,7727,BNP,1164,7355.58,USD,7355.58,USD,Credit Card,0
2024/03/28 10:55,Deutsche,4776,Citibank,4691,4082.63,GBP,4082.63,GBP,Cash,0
2024/02/05 11:53,HSBC,3790,Deutsche,6313,8077.8,EUR,8077.8,EUR,Wire,0
2024/02/08 11:51,BNP,5135,Wells,3058,50.0,USD,50.0,USD,Wire,0
2024/02/18 12:36,Wells,6066,Citibank,5519,2519.1,USD,2519.1,USD,ACH,0
2024/01/18 17:37,HSBC,4846,HSBC,3128,3576.76,USD,3576.76,USD,ACH,0
2024/03/06 12:20,UBS,8915,Wells,9977,5060.92,GBP,5060.92,GBP,Wire,0
2024/01/30 21:13,Citibank,3164,Deutsche,2906,4275.89,USD,4275.89,USD,Wire,0
2024/03/01 02:24,BNP,4132,Citibank,2658,50.0,EUR,50.0,EUR,Bitcoin,0
2024/03/28 12:00,Chase,5824,Barclays,8420,3520.93,USD,3520.93,USD,ACH,0
2024/03/25 15:56,Chase,1827,BNP,6298,7277.11,USD,7277.11,USD,ACH,0
2024/02/25 20:47,HSBC,6744,Citibank,9293,12585.07,USD,12585.07,USD,Wire,0
2024/01/15 18:52,Chase,9306,Citibank,8544,10424.9,USD,10424.9,USD,Wire,0
2024/01/13 13:23,Citibank,5934,Chase,8238,4094.96,EUR,4094.96,EUR,Wire,0
2024/01/20 05:25,Wells,7007,BNP,7004,43015.98,USD,43015.98,USD,Wire,1
2024/03/05 22:13,BNP,1426,Barclays,5839,7342.04,USD,7342.04,USD,Wire,0
2024/01/06 14:15,Citibank,2891,Wells,4104,2311.73,EUR,2311.73,EUR,Wire,0
2024/01/09 08:19,Chase,7867,Deutsche,8599,4847.07,EUR,4847.07,EUR,Wire,0
2024/02/28 23:46,Chase,9001,Chase,6750,12721.05,USD,12721.05,USD,ACH,1
2024/02/29 07:14,UBS,5211,Citibank,6697,3026.94,USD,3026.94,USD,ACH,0
2024/01/12 22:44,UBS,2802,Deutsche,5070,9660.69,USD,9660.69,USD,Cash,0
2024/02/01 06:12,Chase,1438,Chase,1900,4897.92,EUR,4897.92,EUR,Wire,0
2024/02/27 17:52,Chase,9001,Barclays,6139,6536.13,USD,6536.13,USD,Wire,1
2024/03/30 05:25,Wells,1991,BNP,8380,4760.46,USD,4760.46,USD,ACH,0
2024/03/29 18:41,BNP,7612,Wells,5163,10143.14,USD,10143.14,USD,Cheque,0
2024/01/23 16:46,BNP,5904,Chase,1535,6631.42,USD,6631.42,USD,Credit Card,0
2024/02/16 09:53,HSBC,4093,BNP,5835,2896.32,USD,2896.32,USD,Cheque,0
2024/02/22 13:02,UBS,5200,Deutsche,3905,10539.32,USD,10539.32,USD,Wire,0
2024/02/11 12:53,UBS,5424,Wells,7981,2748.87,USD,2748.87,USD,Cheque,0
2024/01/04 07:49,HSBC,9175,Deutsche,1888,2609.13,USD,2609.13,USD,Credit Card,0
2024/03/26 05:50,HSBC,5358,Barclays,5660,6799.48,USD,6799.48,USD,Wire,0
2024/03/20 07:55,BNP,7003,Chase,7001,26744.33,USD,26744.33,USD,Wire,1
2024/02/01 07:39,UBS,5010,Deutsche,8002,5533.22,USD,5533.22,USD,ACH,1
2024/03/14 06:04,BNP,8128,Chase,4589,1984.68,EUR,1984.68,EUR,Wire,0
2024/02/07 22:22,Wells,3801,Wells,7722,50.0,USD,50.0,USD,Cheque,0
2024/01/06 23:07,Barclays,2359,BNP,1224,6461.49,USD,6461.49,USD,Wire,0
2024/01/05 16:17,UBS,4366,HSBC,8819,11155.44,USD,11155.44,USD,Wire,0
2024/02/05 19:15,HSBC,7964,Chase,3524,4337.54,USD,4337.54,USD,ACH,0
2024/03/25 17:11,Citibank,4477,Citibank,2993,5626.0,USD,5626.0,USD,ACH,0
2024/03/19 12:48,Deutsche,5058,Chase,7522,9846.29,USD,9846.29,USD,ACH,0
2024/01/31 06:18,Wells,3197,Deutsche,8002,9214.23,USD,9214.23,USD,ACH,1
2024/01/10 06:32,HSBC,2044,UBS,1143,11091.12,EUR,11091.12,EUR,Credit Card,0
2024/03/05 10:00,UBS,7408,Deutsche,8323,8797.8,USD,8797.8,USD,ACH,0
2024/03/25 02:29,HSBC,5320,Citibank,7603,2043.03,EUR,2043.03,EUR,Wire,0
2024/02/28 09:00,Chase,9001,UBS,2865,12054.06,USD,12054.06,USD,Credit Card,1
2024/01/14 14:32,UBS,8162,Wells,2115,6447.91,EUR,6447.91,EUR,ACH,0
2024/02/20 10:50,Wells,4359,Chase,5403,50.0,USD,50.0,USD,Credit Card,0
2024/01/06 04:35,HSBC,3218,Chase,7766,9026.55,USD,9026.55,USD,Credit Card,0
2024/03/15 17:33,Citibank,5557,Wells,5342,10436.1,USD,10436.1,USD,Wire,0
2024/03/12 01:03,Chase,7008,HSBC,7009,10217.19,USD,10217.19,USD,Wire,1
